id,adaptability,good_for_novice_owners,sensitivity_level,tolerates_being_alone,tolerates_cold_weather,tolerates_hot_weather,all_around_friendliness,affectionate_with_family,incredibly_kifriendly_dogs,dog_friendly,friendly_towarstrangers,health_grooming,amount_of_shedding,drooling_potential,easy_to_groom,general_health,potential_for_weight_gain,size,trainability,easy_to_train,intelligence,potential_for_mouthiness,prey_drive,tendency_to_bark_or_howl,wanderlust_potential,exercise_needs,energy_level,intensity,potential_for_playfulness,breed_group,height,weight,lifspan,adapts_well_to_apartment_living
2431,4,3,4.0,2,4,4,4,5,4,4,2,2,2,1,3,3,2,3,3,4,5,3,3.0,3,3,4.0,5,3.0,4,Terrier Dogs,10 to 15 inches,15 to 35 pounds ,10 to 15 years,Moderate
2432,3,2,4.0,3,2,3,4,5,4,4,3,3,4,2,4,3,4,2,3,4,4,3,3.0,2,3,4.0,4,3.0,4,Mixed Breed Dogs,9 to 12 inches,20 to 30 pounds,12 to 16 years,Hesitant
2433,4,5,5.0,2,4,3,4,5,4,4,4,3,1,1,1,4,4,4,4,4,4,4,3.0,4,4,4.0,4,2.0,5,Terrier Dogs,"2 feet to 2 feet, 2 inches tall at the shoulder",7 to 38 pounds,Up to 15 years,Flexible
2434,3,4,5.0,1,2,2,3,4,3,4,4,2,3,1,2,4,4,4,3,5,4,3,3.0,1,3,5.0,4,3.0,5,Mixed Breed Dogs,20 to 25 inches,Starts at 20 pounds,11 to 14 years,Versatile
2435,3,5,2.0,3,3,2,3,3,2,3,2,2,1,1,2,2,3,1,3,3,3,4,1.0,2,2,2.0,3,3.0,3,Companion Dogs,7 to 12 inches,45 to 70 pounds,10 to 15 years,Versatile
2436,2,2,3.0,2,3,1,4,5,3,1,2,3,4,3,1,3,3,3,3,4,5,2,4.0,4,1,3.0,3,2.0,4,Working Dogs,19 to 24 inches,70 to 115 pounds,9 to 14 years,Resistant
2437,3,2,3.0,1,4,4,5,5,5,4,2,3,3,1,3,3,2,3,4,2,4,2,3.0,4,3,4.0,5,3.0,4,Sporting Dogs,27 to 32 inches tall at the shoulder,30 to 45 pounds,10 to 14 years,Moderate
2438,2,5,3.0,2,4,4,4,4,4,3,3,3,3,1,5,3,3,2,4,4,5,2,1.0,2,4,4.0,4,3.0,4,Companion Dogs,10 inches to 1 foot tall at the shoulder,20 to 30 Pounds ,12 to 15 years,Resistant
2439,3,4,3.0,2,3,4,4,4,4,2,3,3,1,1,5,3,3,1,3,3,4,4,2.0,2,4,4.0,4,3.0,4,Herding Dogs,17 to 25 inches,25 to 40 pounds,12 to 14 years,Flexible
2440,3,3,5.0,1,2,3,5,5,5,5,2,3,2,1,2,4,3,4,4,2,4,3,3.0,5,4,5.0,5,4.0,5,Mixed Breed Dogs,"1 foot, 1 inch to 1 foot, 4 inches tall at the shoulder",120 to 180 pounds,10 to 12 years,Flexible
2441,3,3,4.0,1,2,3,5,5,4,3,4,3,2,1,4,4,4,2,3,1,4,3,,2,3,4.0,4,3.0,5,Mixed Breed Dogs,12 to 13 inches at the shoulder,40 to 180 pounds,12 to 17 years,Flexible
2442,3,1,4.0,2,2,4,4,5,5,3,2,4,4,4,3,2,4,5,3,1,3,5,4.0,2,3,2.0,3,5.0,5,Working Dogs,19 to 24 inches,70 to 115 pounds,8 to 10 years,Hesitant
2443,3,2,4.0,1,4,4,4,5,5,5,3,4,2,1,5,4,4,3,4,2,5,5,3.0,1,4,5.0,5,4.0,5,Working Dogs,"2 feet to 2 feet, 3 inches tall at the shoulder",40 to 180 pounds,10 to 14 years,Resistant
2444,3,3,3.0,1,5,5,5,5,5,5,3,3,5,5,3,1,5,3,4,2,4,3,5.0,4,2,4.0,5,5.0,4,Working Dogs,12 to 15 inches. ,10 to 25 pounds,11 to 13 years,Resistant
2445,3,3,4.0,1,3,4,4,5,4,2,4,3,4,1,5,2,3,2,3,4,4,3,3.0,3,2,4.0,5,4.0,5,Mixed Breed Dogs,20 to 25 inches,9 to 15 pounds,14 to 15 years,Resistant
2446,3,2,3.0,2,3,4,4,5,4,3,4,3,3,1,2,3,3,5,3,3,4,4,5.0,3,5,3.0,4,1.0,5,Hound Dogs,"2 feet to 2 feet, 4 inches tall at the shoulder",11 to 18 pounds,10 to 12 years,Moderate
2447,3,4,2.0,1,4,3,4,5,4,3,3,3,4,1,3,3,3,3,4,3,4,2,5.0,4,4,4.0,4,3.0,5,Herding Dogs,12 to 15 inches ,7 to 12 pounds,12 to 15 years,Resistant
2448,4,4,4.0,1,3,2,4,5,4,3,3,2,2,1,2,3,3,1,3,3,3,3,,3,4,3.0,3,3.0,4,Companion Dogs,10 to 25 inches,90 to 120 pounds,12 to 15 years,Versatile
2449,3,3,4.0,2,4,4,5,5,5,5,4,3,4,1,5,5,3,3,4,2,5,4,4.0,1,4,5.0,5,4.0,5,Sporting Dogs,"1 foot, 11 inches to 2 feet, 1 inch tall at the shoulder",25 to 60 pounds,10 to 13 years,Resistant
2450,4,3,4.0,3,1,3,3,4,4,1,2,3,1,1,3,5,5,1,3,3,3,2,3.0,4,1,3.0,3,3.0,4,Terrier Dogs,7 to 12 inches,44 to 55 pounds. ,12 to 15 years,Flexible
2451,3,4,4.0,1,4,2,4,5,4,4,3,4,4,1,5,2,3,4,3,5,5,3,3.0,2,3,4.0,4,2.0,5,Companion Dogs,"1 foot, 1 inch to 1 foot, 5 inches tall at the shoulder",25 to 30 pounds,13 to 15 years,Versatile
2452,2,4,2.0,3,1,2,3,4,3,3,2,2,2,1,5,4,3,2,3,3,4,4,3.0,2,4,4.0,4,2.0,3,Mixed Breed Dogs,21 to 25 inches at the shoulder,15 to 35 pounds ,12 - 15 years,Versatile
2453,3,2,4.0,1,4,4,4,5,5,5,4,3,5,1,2,4,3,4,4,5,4,4,3.0,4,5,4.0,4,4.0,5,Herding Dogs,20 to 25 inches,Starts at 20 pounds,10 to 12 years,Resistant
2454,2,2,4.0,2,3,1,4,5,4,4,5,4,5,2,5,3,3,5,3,4,5,3,3.0,4,2,4.0,5,3.0,5,Mixed Breed Dogs,21 to 25 inches,35 to 55 pounds.,12 to 14 years,Resistant
2455,3,2,4.0,2,4,3,5,5,5,4,4,4,4,1,5,3,4,4,4,5,5,2,3.0,2,2,4.0,4,4.0,5,Mixed Breed Dogs,"2 feet, 4 inches to 2 feet, 8 inches tall at the shoulder",9 to 13 pounds,12 to 15 years,Resistant
2456,4,2,3.0,1,2,2,4,5,3,4,4,2,2,1,2,4,4,2,3,4,3,3,2.0,1,3,3.0,3,5.0,4,Companion Dogs,16 to 25 inches ,90 to 150 pounds. ,11 to 15 years,Versatile
2457,2,2,4.0,2,5,4,4,5,5,4,4,4,3,2,5,3,3,4,4,5,4,3,3.0,3,4,4.0,5,4.0,5,Mixed Breed Dogs,"1 foot, 11 inches to 2 feet, 3 inches tall at the shoulder",20 to 30 pounds,10 to 12 years,Resistant
2458,3,2,4.0,1,4,4,4,5,4,4,4,4,3,1,5,4,3,4,4,5,5,3,3.0,3,3,5.0,5,5.0,5,Mixed Breed Dogs,"1 foot, 1 inch to 1 foot, 5 inches tall at the shoulder",Starts at 20 pounds,7 to 10 years,Moderate
2459,3,2,4.0,5,4,2,4,5,4,3,4,4,4,2,5,4,3,4,3,4,5,3,4.0,3,2,4.0,5,3.0,5,Mixed Breed Dogs,8 to 18 inches ,18 to 22 pounds,12 to 15 years,Hesitant
2460,3,2,2.0,4,2,4,4,4,5,2,3,3,2,1,5,3,5,2,4,3,4,2,5.0,4,4,5.0,4,5.0,4,Mixed Breed Dogs,12 to 13 inches ,15 to 35 pounds ,11 to 16 years ,Flexible
2461,3,2,2.0,2,3,1,4,5,5,3,2,3,3,2,3,4,2,3,3,5,4,4,5.0,4,5,4.0,4,4.0,5,Mixed Breed Dogs,"From 10 to 29 inches tall at the shoulder, as sizes vary from tiny to standard",18 to 30 pounds,14 to 16 years,Flexible
2462,3,2,2.0,2,5,3,5,5,5,3,3,4,4,2,3,3,4,4,3,4,4,2,3.0,4,2,4.0,4,3.0,5,Herding Dogs,18 to 25 inches,15 to 17 pounds,12 to 14 years,Flexible
2463,3,4,3.0,3,4,3,3,4,3,4,2,3,3,4,3,2,5,3,4,3,4,3,5.0,4,4,4.0,2,4.0,4,Terrier Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",18 to 30 pounds,12 to 16 years,Moderate
2464,3,5,5.0,4,3,4,4,5,4,4,4,4,3,1,3,2,3,3,3,5,4,3,1.0,2,3,4.0,5,3.0,5,Hybrid Dogs,20 to 27 inches ,33 to 55 pounds,8 to 11 years,Moderate
2465,3,5,3.0,2,2,2,3,4,3,4,2,3,2,1,3,3,2,1,4,3,4,4,5.0,4,4,4.0,4,3.0,4,Mixed Breed Dogs,17 to 20 inches.,50 to 65 pounds,12 to 15 years,Versatile
2466,3,1,4.0,2,4,3,5,5,5,4,2,2,4,3,4,2,3,3,4,3,3,5,5.0,4,3,4.0,3,3.0,4,Hound Dogs,19 to 24 inches,18 to 30 pounds,10 to 15 years,Resistant
2467,3,2,4.0,1,4,4,4,5,4,4,4,3,4,4,4,3,4,4,3,5,5,1,3.0,2,3,4.0,5,5.0,4,Mixed Breed Dogs,"1 foot, 8 inches to 1 foot, 11 inches tall at the shoulder",7 to 38 pounds,12 to 15 years,Resistant
2468,4,4,4.0,3,2,4,3,4,3,3,3,3,3,2,4,5,2,2,3,3,4,2,5.0,1,4,4.0,4,3.0,4,Terrier Dogs,17 to 20 inches.,25 to 40 pounds,10 to 14 years,Moderate
2469,3,2,4.0,2,2,4,4,4,4,2,4,4,1,1,4,4,5,4,4,4,4,3,3.0,4,3,5.0,2,4.0,5,Herding Dogs,16 to 25 inches ,120 to 180 pounds,10 to 12 years,Resistant
2470,3,2,4.0,1,4,2,4,5,5,4,3,3,4,1,5,3,4,4,4,2,5,4,4.0,4,5,5.0,5,4.0,5,Sporting Dogs,16 to 25 inches ,40 to 180 pounds,10 to 14 years,Resistant
2471,3,3,2.0,2,3,3,4,5,4,3,5,3,3,3,1,3,3,3,5,3,3,2,5.0,4,4,4.0,2,5.0,4,Sporting Dogs,"1 foot, 1 inch to 1 foot, 3 inches tall at the shoulder",18 to 30 pounds,10 to 12 years,Resistant
2472,3,5,4.0,1,1,3,3,4,3,2,2,3,3,1,5,4,4,2,3,2,3,4,5.0,4,2,4.0,3,4.0,4,Mixed Breed Dogs,10 to 25 inches,30 to 50 pounds,Starts at 10 years,Moderate
2473,3,1,4.0,1,2,4,4,5,5,2,4,3,2,1,5,3,3,3,3,5,4,4,3.0,1,3,4.0,5,4.0,5,Mixed Breed Dogs,20 to 25 inches,9 to 15 pounds,12 to 15 years,Hesitant
2474,3,4,4.0,1,3,3,4,5,4,5,4,4,4,2,4,3,4,4,4,5,5,2,3.0,3,3,4.0,4,3.0,4,Working Dogs,19 to 22 inches,41 to 65 pounds,10 to 12 years,Resistant
2475,3,4,4.0,4,2,3,4,5,4,4,4,3,3,1,5,3,4,4,3,5,5,3,4.0,4,3,4.0,4,4.0,4,Mixed Breed Dogs,26 to 35 inches,45 to 50 pounds,10 to 12 years,Flexible
2476,2,2,3.0,3,4,3,5,5,5,5,5,4,5,3,4,3,3,3,4,2,4,5,5.0,4,5,4.0,5,5.0,5,Sporting Dogs,"1 foot, 8 inches to 1 foot, 10 inches tall at the shoulder",30 to 60 pounds,10 to 14 years,Resistant
2477,2,2,4.0,1,3,2,4,5,4,4,4,4,2,2,3,4,3,4,3,3,4,3,3.0,2,3,4.0,4,4.0,4,Mixed Breed Dogs,8 to 18 inches ,Starts at 20 pounds,11 to 15 years,Hesitant
2478,3,2,5.0,2,4,4,4,5,5,5,3,3,4,1,2,4,3,4,4,4,4,2,3.0,3,5,5.0,5,5.0,5,Sporting Dogs,20 to 25 inches,9 to 15 pounds,10 to 14 years,Hesitant
2479,3,3,4.0,4,4,5,5,5,5,5,5,3,5,1,3,2,2,3,3,1,5,2,5.0,1,4,4.0,5,2.0,4,Hybrid Dogs,16 to 25 inches,30 to 60 pounds,7 to 9 years,Resistant
2480,3,2,4.0,2,5,3,5,5,5,5,5,3,3,2,4,3,5,3,4,3,5,2,4.0,2,3,4.0,4,3.0,5,Working Dogs,19 to 24 inches,30 to 60 pounds,10 to 15 years ,Hesitant
2481,3,3,5.0,1,3,2,3,5,3,2,3,2,3,1,5,5,3,1,3,2,4,3,4.0,4,5,5.0,3,4.0,4,Terrier Dogs,21 to 25 inches at the shoulder,9 to 15 pounds,12 to 14 years,Versatile
2482,3,2,3.0,2,3,2,4,5,4,3,2,3,4,1,4,4,3,4,4,4,5,3,4.0,3,2,4.0,5,4.0,4,Mixed Breed Dogs,"1 foot, 7 inches to 2 feet tall at the shoulder",40 to 180 pounds,10 to 15 years,Moderate
2483,3,2,3.0,3,3,4,4,3,1,1,2,3,4,3,1,4,3,2,4,3,4,4,5.0,3,4,4.0,4,3.0,3,Sporting Dogs,"From 10 to 29 inches tall at the shoulder, as sizes vary from tiny to standard",30 to 60 pounds,10 to 13 years,Flexible
2484,2,3,3.0,2,4,3,5,5,5,5,5,4,5,2,3,4,4,4,3,5,4,5,5.0,2,4,4.0,5,3.0,4,Sporting Dogs,19 to 24 inches,70 to 115 pounds,10 to 12 years,Moderate
2485,2,2,5.0,2,1,4,3,5,2,3,3,3,3,1,1,3,3,3,4,3,4,3,5.0,4,5,4.0,4,2.0,4,Mixed Breed Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",18 to 30 pounds,8 to 12 years,Flexible
2486,3,2,4.0,1,3,2,4,5,4,4,3,4,2,1,4,4,3,4,3,1,4,3,4.0,3,2,4.0,5,4.0,5,Mixed Breed Dogs,8 to 18 inches ,Starts at 20 pounds,10 to 12 years ,Hesitant
2487,4,3,3.0,3,3,3,4,4,4,3,2,3,1,3,4,3,2,1,3,3,4,2,3.0,2,3,4.0,3,3.0,4,Hybrid Dogs,12 to 15 inches ,30 to 60 pounds,10 to 15 years,Versatile
2488,3,4,5.0,2,1,4,5,5,5,5,4,4,4,1,1,3,3,2,4,4,5,3,4.0,4,5,5.0,5,5.0,5,Hound Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",18 to 30 pounds,12 to 16 years ,Resistant
2489,3,3,4.0,2,3,4,4,4,4,1,3,3,1,1,4,4,2,2,4,5,4,4,3.0,2,4,4.0,4,3.0,4,Terrier Dogs,"2 feet to 2 feet, 4 inches tall at the shoulder",7 to 9 pounds,9 to 12 years,Flexible
2490,3,3,3.0,3,4,3,4,5,5,4,4,3,3,1,1,5,3,5,4,5,5,4,5.0,4,5,4.0,5,2.0,4,Hound Dogs,19 to 24 inches,From 10 to 90 pounds,9 to 12 years,Resistant
2491,3,5,3.0,3,3,2,3,4,4,3,3,2,2,1,2,4,3,1,3,4,4,2,3.0,2,2,3.0,3,3.0,3,Companion Dogs,21 to 25 inches at the shoulder,20 to 70 pounds,12 to 15 years,Versatile
2492,3,3,4.0,1,2,2,4,5,4,4,3,4,4,1,3,3,3,4,4,4,5,3,3.0,3,2,5.0,5,3.0,5,Companion Dogs,8 to 18 inches ,Starts at 20 pounds,12 to 15 years ,Hesitant
2493,3,2,4.0,1,3,4,5,5,5,5,3,3,5,1,5,4,3,1,4,1,4,5,3.0,5,5,5.0,5,5.0,5,Mixed Breed Dogs,21 to 25 inches at the shoulder,3 to 6 pounds,10 to 14 years,Resistant
2494,4,3,3.0,2,5,3,5,5,5,4,5,3,4,3,3,4,2,3,3,3,4,3,1.0,1,4,4.0,3,4.0,4,Mixed Breed Dogs,19 to 24 inches,30 to 60 pounds,12 to 14 years,Moderate
2495,3,2,4.0,4,2,2,3,4,3,2,2,3,1,1,5,5,3,1,4,1,3,4,4.0,5,5,5.0,4,4.0,1,Mixed Breed Dogs,21 to 25 inches at the shoulder,15 to 35 pounds ,12 - 15 years,Versatile
2496,2,1,5.0,1,5,3,5,5,5,5,4,3,5,3,5,3,2,5,2,4,4,3,3.0,4,4,2.0,2,3.0,4,Sporting Dogs,20 to 29 inches,33 to 55 pounds,8 to 13 years,Flexible
2497,4,4,3.0,2,4,4,4,5,4,3,2,3,3,2,4,4,2,2,3,3,4,2,5.0,2,4,4.0,4,2.0,4,Herding Dogs,12 to 15 inches ,30 to 60 pounds,10 to 12 years,Moderate
2498,3,3,4.0,1,3,3,3,4,5,2,1,3,4,1,4,3,3,2,4,2,3,4,3.0,1,1,3.0,2,5.0,5,Herding Dogs,22 to 30 inches.,15 to 35 pounds ,12 to 14 years,Moderate
2499,3,3,3.0,2,1,2,4,2,2,1,2,3,5,1,4,3,2,4,4,2,4,4,3.0,5,2,4.0,4,1.0,4,Mixed Breed Dogs,17 to 20 inches.,25 to 35 pounds. ,8 to 10 years,Resistant
2500,4,5,4.0,1,5,3,5,5,5,5,5,3,3,5,4,4,5,5,4,3,4,2,2.0,4,4,4.0,4,2.0,4,Companion Dogs,19 to 24 inches,30 to 60 pounds,10 to 15 years,Hesitant
2501,3,3,5.0,2,4,3,4,5,4,3,3,3,1,1,4,5,3,2,4,3,3,1,4.0,4,5,5.0,5,4.0,4,Terrier Dogs,22 inches to 26 inches tall at the shoulder,14 to 16 pounds,12 to 14 years,Versatile
2502,3,3,5.0,3,1,2,3,4,3,3,2,3,2,1,5,2,2,1,3,2,4,4,3.0,2,2,3.0,3,3.0,4,Mixed Breed Dogs,21 to 25 inches at the shoulder,3 to 6 pounds,12 to 15 years ,Versatile
2503,3,5,4.0,2,3,2,4,5,4,3,4,4,4,2,4,2,3,4,3,4,4,4,2.0,4,2,4.0,4,3.0,5,Mixed Breed Dogs,8 to 18 inches ,20 to 75 pounds,10 to 14 years,Hesitant
2504,3,4,3.0,3,4,3,3,4,5,3,4,3,2,1,2,4,5,2,3,3,4,4,3.0,4,5,3.0,2,4.0,3,Mixed Breed Dogs,7 to 12 inches,45 to 100 pounds,12 to 15 years,Versatile
2505,3,2,3.0,3,5,3,4,5,4,4,2,4,4,3,1,4,4,3,3,4,4,3,2.0,2,2,3.0,2,2.0,4,Hound Dogs,12 to 15 inches ,10 to 25 pounds,10 to 12 years,Flexible
2506,2,3,3.0,1,5,3,5,5,5,5,5,4,3,3,1,3,5,5,4,2,2,3,1.0,4,5,2.0,4,5.0,4,Hound Dogs,12 to 16 inches ,44 to 55 pounds. ,10 to 14 years,Resistant
2507,4,3,5.0,1,4,4,5,5,4,5,4,3,5,2,5,4,3,4,5,5,5,1,4.0,2,5,4.0,5,4.0,5,Hound Dogs,"1 foot, 1 inch to 1 foot, 5 inches tall at the shoulder",18 to 22 pounds,12 to 15 years,Moderate
2508,3,4,3.0,2,2,3,3,4,3,3,3,3,3,1,4,4,2,5,3,3,3,4,5.0,3,2,4.0,3,2.0,4,Mixed Breed Dogs,13 to 20 inches,18 to 30 pounds,12 - 15 years,Flexible
2509,3,2,5.0,3,2,3,5,5,5,4,3,3,5,1,4,3,2,3,2,4,4,4,2.0,4,4,3.0,3,3.0,5,Companion Dogs,"1 foot, 8 inches to 2 feet, 1 inch tall at the shoulder",7 to 12 pounds,10 to 18 years,Flexible
2510,3,1,4.0,1,2,3,4,5,4,5,5,4,4,1,2,3,3,4,3,5,4,4,3.0,3,3,5.0,5,5.0,5,Hound Dogs,"2 feet, 2 inches to 2 feet, 6 inches tall at the shoulder",Starts at 20 pounds,13 to 18 years,Moderate
2511,4,5,5.0,3,4,3,4,5,4,4,4,2,1,1,4,4,1,4,3,2,4,5,2.0,1,3,3.0,4,3.0,5,Companion Dogs,8 to 18 inches ,25 to 30 pounds,12 to 15 years,Versatile
2512,3,3,4.0,1,4,4,4,5,4,4,4,4,4,1,3,3,4,4,4,5,5,3,3.0,4,3,5.0,5,4.0,5,Herding Dogs,"2 feet to 2 feet, 5 inches tall at the shoulder",Starts at 20 pounds,10 to 12 years,Resistant
2513,4,3,5.0,2,4,3,4,5,4,4,2,3,3,2,5,4,4,2,3,3,4,4,3.0,4,3,4.0,4,3.0,4,Sporting Dogs,"2 feet, 2 inches to 2 feet, 8 inches tall at the shoulder",50 to 65 pounds,11 to 14 years,Moderate
2514,2,2,3.0,2,5,3,4,5,4,4,2,3,4,3,3,4,2,3,2,3,4,4,2.0,4,4,4.0,4,2.0,4,Hound Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",70 to 115 pounds,10 to 12 years ,Flexible
2515,4,4,5.0,2,4,3,5,4,5,4,5,3,3,1,3,4,4,2,4,3,4,4,5.0,4,5,4.0,4,1.0,4,Hound Dogs,22 inches to 26 inches tall at the shoulder,18 to 30 pounds,12 to 15 years,Flexible
2516,3,5,2.0,2,3,2,4,5,4,2,4,2,3,4,5,2,3,3,4,3,4,3,1.0,1,2,2.0,3,2.0,3,Hybrid Dogs,5 to 10 inches,37 to 62 pounds,12 to 14 years,Moderate
2517,3,2,4.0,2,4,2,4,5,4,4,4,4,4,3,5,4,3,4,3,4,5,3,3.0,2,2,4.0,5,4.0,4,Working Dogs,"1 foot, 9 inches to 2 feet tall at the shoulder",Starts at 30 pounds,10 to 12 years,Moderate
2518,4,4,4.0,2,4,3,4,5,4,3,5,3,3,1,5,4,3,3,4,4,4,3,5.0,3,2,4.0,5,4.0,5,Herding Dogs,10 to 14 inches,40 to 70 pounds,10 to 11 years,Moderate
2519,4,4,3.0,1,1,2,4,5,4,4,2,3,2,1,4,4,5,2,3,2,4,4,3.0,2,2,4.0,4,2.0,4,Hound Dogs,12 to 16 inches,Starts at 30 pounds,12 to 15 years,Versatile
2520,3,3,5.0,1,4,2,4,5,5,3,3,3,4,1,5,3,4,4,3,3,3,3,3.0,2,2,4.0,5,4.0,5,Mixed Breed Dogs,10 inches to 1 foot tall at the shoulder,40 to 180 pounds,12 to 14 years,Moderate
2521,3,3,5.0,2,2,4,3,4,3,2,3,2,4,1,4,5,3,2,4,2,4,4,5.0,4,5,5.0,2,5.0,4,Mixed Breed Dogs,21 to 25 inches at the shoulder,3 to 6 pounds,10 to 12 years,Resistant
2522,3,1,2.0,2,5,2,4,4,3,1,3,3,4,1,1,4,3,4,3,3,4,3,,5,4,5.0,5,4.0,2,Working Dogs,7 inches to 8 inches tall at the shoulder,5 to 20 pounds ,7 to 10 years,Flexible
2523,3,2,4.0,2,5,4,5,5,5,5,5,4,5,2,5,4,3,4,4,5,5,3,5.0,3,5,5.0,5,4.0,5,Mixed Breed Dogs,"2 feet, 2 inches to 2 feet, 6 inches tall at the shoulder",Starts at 20 pounds,6 to 8 years,Resistant
2524,4,5,3.0,2,4,3,5,4,3,5,4,3,3,1,1,3,3,2,4,3,3,3,5.0,4,4,4.0,4,3.0,4,Mixed Breed Dogs,12 to 15 inches. ,18 to 30 pounds,12 to 15 years,Flexible
2525,4,4,3.0,3,5,3,3,2,4,1,2,3,3,1,1,3,3,2,3,3,4,2,5.0,4,4,4.0,3,2.0,4,Companion Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",30 to 60 pounds,12 to 14 years,Hesitant
2526,3,5,4.0,1,3,3,4,5,4,4,3,4,4,2,3,2,2,4,3,5,4,3,3.0,2,2,4.0,5,3.0,5,Mixed Breed Dogs,8 to 18 inches ,9 to 13 pounds,12 to 15 years,Hesitant
2527,3,2,3.0,3,4,1,4,5,3,3,2,2,3,1,3,2,3,1,3,4,3,4,2.0,3,2,3.0,3,3.0,3,Mixed Breed Dogs,21 to 25 inches at the shoulder,9 to 20 pounds ,10 to 13,Versatile
2528,2,2,3.0,3,5,3,5,5,5,4,4,3,3,2,3,4,3,3,4,3,5,2,5.0,2,4,4.0,4,3.0,4,Sporting Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",30 to 60 pounds,12 to 16 years,Moderate
2529,2,4,2.0,2,2,4,5,5,3,5,3,3,3,1,4,4,2,3,4,3,4,4,5.0,4,4,5.0,4,2.0,4,Sporting Dogs,"1 foot, 10 inches to 2 feet, 2 inches tall at the shoulder",18 to 30 pounds,9 to 15 years,Flexible
2530,3,2,3.0,3,3,3,4,5,3,3,2,3,5,2,3,3,2,5,4,3,4,4,5.0,5,4,3.0,3,2.0,3,Sporting Dogs,12 to 16 inches,7 to 12 pounds,10 to 14 years,Resistant
2531,3,5,5.0,2,4,3,5,5,4,3,2,3,3,2,3,4,3,3,4,5,3,5,3.0,4,3,4.0,3,2.0,5,Hound Dogs,19 to 24 inches,30 to 60 pounds,8 to 11 years,Flexible
2532,3,4,3.0,2,1,3,3,5,3,2,4,3,2,1,1,5,2,2,3,3,3,4,4.0,3,5,3.0,4,4.0,5,Hound Dogs,"Up to 1 foot, 2 inches tall at the shoulder",7 to 9 pounds,14 to 16 years,Versatile
2533,3,3,3.0,1,5,2,3,3,2,3,2,3,3,1,2,3,3,2,4,3,4,4,5.0,5,3,4.0,5,3.0,4,Terrier Dogs,"Up to 1 foot, 2 inches tall at the shoulder",25 to 40 pounds,14 to 16 years,Hesitant
2534,4,3,3.0,2,4,3,5,5,5,5,3,3,3,1,5,4,3,2,4,1,4,4,5.0,4,5,4.0,4,5.0,4,Hound Dogs,"1 foot, 9 inches to 2 feet, 2 inches tall at the shoulder",30 to 60 pounds,12 to 14 years,Resistant
2535,3,4,2.0,3,3,4,4,5,4,3,4,3,4,2,3,4,4,4,3,4,4,2,3.0,2,3,4.0,5,3.0,5,Herding Dogs,8 to 18 inches ,4 to 16 pounds ,12 to 14 years,Moderate
2536,3,1,4.0,5,3,4,4,5,4,4,2,3,4,3,4,3,4,4,3,2,5,2,4.0,1,3,4.0,4,3.0,5,Mixed Breed Dogs,8 to 18 inches ,30 to 80 pounds ,Starts at 10 years,Hesitant
2537,4,5,5.0,3,4,4,4,5,4,4,4,4,1,2,3,2,4,4,3,4,5,2,3.0,2,3,4.0,4,3.0,5,Hybrid Dogs,26 to 34 inches tall at the shoulder,9 to 13 pounds,10 to 14 years,Moderate
2538,3,2,5.0,1,2,4,4,5,5,3,5,3,4,1,5,4,3,4,4,2,4,4,3.0,1,5,5.0,5,5.0,5,Mixed Breed Dogs,20 to 25 inches,Starts at 20 pounds,10 to 12 years,Resistant
2539,3,3,3.0,2,4,3,4,5,5,4,5,3,5,2,3,3,2,3,3,3,4,4,2.0,4,3,4.0,4,2.0,4,Working Dogs,19 to 24 inches,70 to 115 pounds,10 to 12 years,Moderate
2540,3,1,5.0,2,3,4,4,4,3,2,2,3,4,1,5,4,3,2,4,1,3,4,5.0,5,5,4.0,4,4.0,5,Hound Dogs,22 inches to 26 inches tall at the shoulder,48 to 55 pounds,10 to 12 years,Flexible
2541,2,3,3.0,4,4,3,4,5,1,3,3,3,5,3,4,4,4,3,3,3,4,3,5.0,3,3,4.0,4,2.0,4,Hound Dogs,"2 feet, 2 inches to 2 feet, 8 inches tall at the shoulder",30 to 60 pounds,6 to 10 years,Flexible
2542,3,3,3.0,3,3,2,3,5,3,2,2,3,3,1,2,4,3,3,3,3,4,1,5.0,5,2,3.0,3,2.0,4,Companion Dogs,22 inches to 26 inches tall at the shoulder,70 to 130 pounds,10 to 14 years,Resistant
2543,3,4,4.0,3,2,4,4,4,5,5,5,3,2,1,2,4,4,4,4,3,4,2,3.0,2,3,5.0,5,5.0,5,Companion Dogs,20 to 25 inches,120 to 180 pounds,10 to 15 years,Flexible
2544,3,2,3.0,3,4,2,3,5,3,3,2,3,2,1,3,5,2,2,3,4,3,4,3.0,4,2,4.0,4,3.0,3,Mixed Breed Dogs,17 to 20 inches.,110 to 200 pounds,Up to 15 years,Moderate
2545,3,4,4.0,2,3,3,3,4,4,5,3,3,1,1,1,3,2,2,3,3,3,4,4.0,5,4,4.0,4,4.0,4,Terrier Dogs,10 to 14 inches,50 to 70 pounds,11 to 14 years,Versatile
